State,CMS Certification Number (CCN),Provider Name,Address,City,Zip,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Quality of patient care star rating,How often the home health team began their patients’ care in a timely manner,How often the home health team taught patients (or their family caregivers) about their drugs,How often the home health team checked patients’ risk of falling,How often the home health team checked patients for depression,How often the home health team determined whether patients received a flu shot for the currnet flu season,How often the home health team made sure that their patients have received a pneumococcal vaccine (pneumonia shot),"With diabetes, how often the home health team got doctor’s orders, gave foot care, and taught patients about foot care",How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients had less pain when moving around,How often patients’ breathing improved,How often patients’ wounds improved or healed after an operation,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted","How often home health patients, who have had a recent hospital stay, had to be re-admitted to the hospital","How often home health patients, who have had a recent hospital stay, received care in the hospital emergency room without being readmitted to the hospital",HHCAHPS Survey Summary Star Rating,Star Rating for health team gave care in a professional way,Percent of patients who reported that their home health team gave care in a professional way,Star Rating for health team communicated well with them,Percent of patients who reported that their home health team communicated well with them,"Star Rating team discussed medicines, pain, and home safety","Percent of patients who reported that their home health team discussed medicines, pain, and home safety with them",Star Rating for how patients rated overall care from agency,Percent of patients who gave their home health agency a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Percent of patients who reported YES, they would definitely recommend the home health agency to friends and family"
OR,387092,SAMARITAN HOME HEALTH,1010 11TH AVENUE SW,ALBANY,97321,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,66.9,99.4,99.9,99.9,83.6,87.7,98.8,61.4,63.8,60.1,53.9,63.8,61.4,45.1,13.8,15.7,Same As Expected,Worse Than Expected,2,3,83,3,81,1,74,2,74,71
OR,387093,"SALEM HOME CARE, LLC","1255 LEE STREET SE, SUITE 110",SALEM,97302,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4.5,95.3,99.9,100,99.6,80.2,81.4,99.4,72.5,71.2,81.3,82.8,80.4,96.3,65.1,14.9,18.7,Same As Expected,Same As Expected,3,3,86,3,85,2,81,3,80,75
OR,387098,"ACCENTCARE HOME HEALTH OF ROGUE VALLEY, LLC","691 MURPHY ROAD, SUITE 236",MEDFORD,97504,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,97.7,98.3,99.4,96.2,81.4,75,93.8,63.6,59.2,69,77,72.8,99.1,51.4,15.1,17,Same As Expected,Worse Than Expected,3,3,84,3,85,2,79,2,76,73
OR,387108,ADVANCED HOME HEALTH NW OF YAMHILL VALLEY,421 SE EVANS STREET,MCMINNVILLE,97128,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,95.2,96.8,100,100,83.5,92,98.2,64.6,57.1,70.3,66.7,70.5,96.6,54.7,15.1,24.1,Same As Expected,Same As Expected,2,3,84,3,83,1,73,2,74,69
OR,387127,BROOKDALE HOME HEALTH PORTLAND,29757 SW BOONES FERRY ROAD,WILSONVILLE,97070,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.2,96,99.9,97.9,86.9,90.2,86.2,68.4,66.2,71.2,71.1,72.2,92.1,50.7,16.2,20.3,Same As Expected,Worse Than Expected,2,2,81,3,78,2,75,1,69,60
OR,387130,ASHER HOME HEALTH AGENCY,712 JAY STREET,FOSSIL,97830,Non - Profit Private,Yes,Yes,No,No,No,Yes,4,86.7,92.7,100,95.5,85.2,78.6,,100,94.2,95.2,83.9,91.4,,94.6,26.7,9.1,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OR,387135,PACIFIC HOME HEALTH & HOSPICE,"455 SOUTH 4TH, SUITE 3",COOS BAY,97420,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,69.2,99.6,99.5,97.7,77.5,89.6,100,61.6,59.3,64.4,56,50.6,,42.5,18.4,22.2,Same As Expected,Same As Expected,4,4,93,4,90,4,89,2,84,85
OR,387136,AMEDISYS HOME HEALTH CARE,"3220 STATE STREET, SUITE 100",SALEM,97301,Proprietary,Yes,Yes,Yes,Yes,Yes,No,3,84.6,99,97.1,92.8,85,63.7,83.9,59,60.2,62.3,61.9,67.1,,48,14.1,14.2,Same As Expected,Same As Expected,2,2,77,2,76,2,78,1,59,49
OR,387140,SIGNATURE HOME HEALTH,2620 RIVER ROAD 200A,EUGENE,97404,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,94.2,98.9,100,99.4,83.5,94.6,98.4,71.6,70.8,74.5,71.4,74.8,91,60.6,17.5,14.7,Same As Expected,Worse Than Expected,3,3,85,3,81,2,80,2,77,69
OR,387141,LAKEVIEW HOME HEALTH CARE,922 S 7TH STREET,LAKEVIEW,97630,Non - Profit Other,Yes,Yes,No,Yes,Yes,Yes,2,70.5,80,100,97.7,68,67.5,,42.8,,67.6,29.9,,,,12.8,21.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OR,387142,SIGNATURE HOME HEALTH,834 SOUTH FRONT STREET,CENTRAL POINT,97502,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,96.8,99.3,100,99.9,87.8,96.5,100,69.9,68.3,74.8,63.9,80.8,95.7,57.5,15.2,13.6,Same As Expected,Worse Than Expected,3,3,84,3,83,2,80,3,79,74
OR,387143,"RIVERSIDE HOME HEALTH CARE, INC",402 SE G STREET,GRANTS PASS,97526,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,98.9,99.9,100,99.6,83.2,85.3,99.3,70.1,67.7,80.3,79.2,77.8,95.7,63.1,13.4,17.1,Same As Expected,Same As Expected,3,3,85,4,84,2,79,3,78,72
OR,387146,CONNECTED HOME HEALTH,"7515 NE AMBASSADOR PLACE, SUITE C,",PORTLAND,97220,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,89.4,99.2,99.8,98.1,87.8,92,98.8,63.7,66.8,67.7,68.4,70.1,95.4,47.1,13,13.6,Same As Expected,Same As Expected,3,4,87,3,83,2,81,3,81,76
OR,387147,"FIRST CALL HOME HEALTH AGENCY, LLC",2608 CASCADIA INDUSTRIAL ST SE,SALEM,97302,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,59.6,98.2,99.3,95.3,69.9,64.1,95,58.9,60.2,64.9,58.5,61.8,85,43.2,16,16.9,Same As Expected,Worse Than Expected,3,3,86,3,83,2,76,3,81,72
OR,387148,SIGNATURE HOME HEALTH CARE,"7632 SW DURHAM RD, SUITE 105",TIGARD,97224,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,88.4,97.4,99.9,99.3,80.7,95.6,98.1,49,52.9,59.1,63.6,69.5,92.1,47.4,13.7,13.7,Same As Expected,Same As Expected,3,3,85,3,78,2,78,2,79,77
OR,387149,GOOD SAMARITAN SOCIETY EUGENE HOME HEALTH,3500 HILYARD STREET,EUGENE,97405,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4,96.1,93.7,100,99.7,86,94.9,81.5,68.6,72.8,78.5,67.7,76.5,85.7,53.3,14.7,12.4,Same As Expected,Same As Expected,2,3,85,2,76,1,68,1,72,70
OR,387150,ENCOMPASS HOME HEALTH OF OREGON,1515 CAMPBELL ST SUITE A,BAKER CITY,97814,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4.5,97,97.4,100,99.6,80.2,82,99.4,77.7,70.8,86.9,88.2,88.7,96.3,83.1,12.2,21,Same As Expected,Worse Than Expected,3,4,90,4,86,2,82,3,82,83
OR,387151,MARQUIS AT HOME,"4560 SE INTERNATIONAL WAY, SUITE 100",MILWAUKIE,97222,Proprietary,Yes,Yes,Yes,Yes,Yes,No,2.5,89.4,96,100,93.2,71.3,82.1,89.8,55,56.1,57.7,56.9,53.3,90.3,39.8,13.1,15.7,Same As Expected,Same As Expected,3,4,87,3,84,2,79,3,82,81
OR,387155,"AVALON HOME HEALTH, LLC",847 SE WATSON STREET,ROSEBURG,97470,Non - Profit Private,Yes,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OR,387156,WVP HOME HEALTH,"2965 RYAN DRIVE SE, SUITE 100",SALEM,97301,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2,76.7,75.8,100,98.3,87,95.6,85.3,60.9,53.2,60,53.8,50.7,,52,16.8,20.2,Not Available,Not Available,3,4,90,4,84,2,81,3,78,82
OR,387157,"HEALTHY LIVING AT HOME - MEDFORD, LLC",830 O'HARE PARKWAY #102,MEDFORD,97504,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,96,99.8,99.9,99.3,81.3,86,100,65.4,57.7,69.3,61.3,67.8,89.6,54.9,16.7,10.5,Same As Expected,Worse Than Expected,3,3,86,3,82,2,80,3,78,76
OR,387158,GOLDEN TOUCH HOME HEALTHCARE,9900 SW WILSHIRE STREET #170,PORTLAND,97225,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2,86.8,90.2,99.7,93.6,65.6,76.5,96.9,56.7,59.1,60.5,54.8,67.4,92.2,52.2,21.8,12.8,Same As Expected,Same As Expected,2,3,86,3,84,2,77,1,73,63
OR,387159,"CARE AT HOME, INC","1705 MAIN ST, SUITE 101",BAKER CITY,97814,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OR,387160,ADVANCED HOME HEALTH NW OF PORTLAND,"10121 SE SUNNYSIDE ROAD, SUITE 210",CLACKAMAS,97015,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,97.4,97.9,99.3,92.5,87.1,88.3,100,75.1,58.8,72,66.4,75,99.9,64.2,8.3,31.7,Not Available,Not Available,Not Available,Not Available,77,Not Available,78,Not Available,84,Not Available,66,66
OR,387161,"OREGON CONTINENTAL HOME HEALTH CARE, INC",341  SE  3RD AVENUE,HILLSBORO,97123,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,85.5,100,93.3,92.6,77.8,82.9,78.8,56.9,67.4,63.9,54.9,49.5,,43,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OR,387162,"HEALTHY LIVING AT HOME - PORTLAND, LLC","4380 SW MACADAM AVENUE, SUITE 180",PORTLAND,97239,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3,88.2,98.3,99.2,99.7,88.4,93.4,100,62.5,68.3,74.4,58.3,68,96.6,60.3,18.8,13.6,Same As Expected,Same As Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
OR,387311,AMEDISYS HOME HEALTH CARE,1820 NW MULHOLLAND DRIVE,ROSEBURG,97470,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,79.4,99.4,98.8,95.5,71.8,68.2,83.1,76.6,68.4,81.8,79.2,80.5,98.8,59.3,12.8,17.1,Worse Than Expected,Same As Expected,4,4,87,4,86,3,83,3,84,83
OR,387312,ADVENTIST HOME HEALTH  - TILLAMOOK,"980 3RD STREET, PO BOX 188",TILLAMOOK,97141,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,2.5,83.8,98.8,100,95.2,69.2,75.6,95.6,57.7,66.9,59.2,54.5,60.6,90.9,43.4,11.9,19.3,Better Than Expected,Same As Expected,4,4,89,4,86,3,83,3,86,80
PA,397001,BERKS VISITING NURSE ASSOC INC,1170 BERKSHIRE BLVD,WYOMISSING,19610,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,73.9,99.2,98.4,98.5,84.3,89.9,99.6,73.5,68.6,74.1,81.1,71.2,91.8,61.6,17.2,12.9,Same As Expected,Worse Than Expected,3,3,86,3,83,1,74,3,82,81
PA,397002,ST LUKE'S HOME HEALTH,240 UNION STATION PLAZA,BETHLEHEM,18015,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,91.4,97.4,98.8,99.7,70.8,63.2,99.1,68.9,66,70.7,68.1,67.4,90.6,55,17.4,10.6,Same As Expected,Worse Than Expected,4,5,92,5,92,3,86,4,90,88
PA,397004,VNA HOME HEALTH SERVICES,540 SOUTH GEORGE STREET,YORK,17401,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4,86,97.9,99.7,99.5,84,89.5,95.9,76.9,79.6,80,79.3,80.8,95.3,67.5,16.9,11.6,Worse Than Expected,Worse Than Expected,4,4,88,5,88,2,82,4,87,83
PA,397005,VNA OF GREATER PHILADELPHIA,"FALLS CENTER, 3300 HENRY AVENUE, SUITE 500",PHILADELPHIA,19129,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,84,97,98.9,99.3,78.3,84.4,96.7,70.9,66.8,71.1,76.3,77.6,91.5,57.6,18.4,11.3,Worse Than Expected,Worse Than Expected,3,3,85,3,81,3,85,3,79,75
PA,397006,SUSQUEHANNA HOME CARE & HOSPICE SERVICES,1100 GRAMPIAN BLVD DIVINE HOSP,WILLIAMSPORT,17701,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3,95.3,86.5,98,99.6,79.6,86.4,82.6,66.3,61.5,71.4,73.9,75.1,86.7,60.5,18.3,12.7,Worse Than Expected,Worse Than Expected,3,4,87,4,87,2,79,3,85,80
PA,397008,VNA OF POTTSTOWN AND VICINITY,1963 EAST HIGH ST,POTTSTOWN,19464,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4,89.3,99.8,98.7,96.8,81.3,89.1,99.8,72,67.4,75.3,78.7,71.9,91.4,63.8,18.2,10.7,Same As Expected,Worse Than Expected,4,4,89,4,86,3,86,3,85,81
PA,397009,NEIGHBORHOOD VNA,795 E MARSHALL ST SUITE 204,WEST CHESTER,19380,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,81.3,99.2,99.9,99.9,81.2,80.3,98.8,71.5,65.5,76.7,81,75.1,86.3,60,16.6,11.2,Worse Than Expected,Worse Than Expected,4,4,90,4,88,3,85,3,87,80
PA,397012,MAIN LINE HEALTH HOME CARE & HOSPICE - HOME HEALTH,240 RADNOR CHESTER ROAD SUITE 100,RADNOR,19087,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4,90.8,99.9,99.7,97.6,84.1,85.6,97.9,76.1,65.9,76.4,73,74.6,91.2,61,15,12,Worse Than Expected,Worse Than Expected,4,4,91,5,90,4,90,4,90,86
PA,397013,AFFILIA HOME HEALTH,"1811 OLDE HOMESTEAD ROAD, PO BOX 10788",LANCASTER,17605,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,86.7,95.6,98.9,99.2,66.1,74.8,94,68.3,69.4,73.5,70.3,75.8,85.2,61.8,17.1,11.9,Worse Than Expected,Worse Than Expected,4,4,91,5,89,4,87,4,87,81
PA,397014,EASTON HOME HEALTH SERVICES,"3001 EMRICK BOULEVARD, SUITE 303",BETHLEHEM,18020,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,89.9,99.9,99.7,98.9,80.5,87.4,99.6,70.7,66.2,72.9,72.4,64.9,91.1,56.3,18.2,9.4,Worse Than Expected,Same As Expected,4,4,86,4,87,3,84,3,84,77
PA,397015,MERCY HOME HEALTH,1001 BALTIMORE PIKE SUITE 310,SPRINGFIELD,19064,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,4.5,93.2,99.8,99.5,98,84.3,88.8,95.8,74.8,70.7,81.4,84.4,78.3,96.3,68.3,16.5,11.5,Worse Than Expected,Worse Than Expected,4,4,88,4,86,4,87,3,86,79
PA,397021,COMMONWEALTH HOME HEALTH AND HOSPICE OF WILKES-BAR,900 RUTTER AVENUE SUITE 8,FORTY FORT,18704,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.3,99.4,99.9,98.4,66.9,64.5,99.8,72.4,63.2,73.4,71.1,67.8,95.4,63.3,16.3,11.4,Same As Expected,Worse Than Expected,4,5,91,5,90,3,85,4,87,80
PA,397023,LEHIGH VALLEY HOME CARE,2024 LEHIGH STREET,ALLENTOWN,18103,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,96.5,94.7,99.1,99.3,70.7,67.5,96.4,71.4,70.6,71,65.7,72.7,89.5,60.2,18.8,9.8,Worse Than Expected,Same As Expected,4,4,89,5,88,3,86,3,87,80
PA,397026,GOOD SAMARITAN HOME HEALTH,1503 QUENTIN ROAD,LEBANON,17042,Non - Profit Other,Yes,Yes,Yes,No,Yes,Yes,3,85.6,98.7,99.2,98.5,73.8,83,96.2,66.2,55.6,72.6,67.3,74.1,94.7,64.2,14.8,12.8,Same As Expected,Same As Expected,4,4,89,5,88,4,88,4,88,81
PA,397028,COMMUNITY NURSES HOME HEALTH AND HOSPICE INC,757 JOHNSONBURG ROAD STE 200,ST MARYS,15857,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4,97.1,99.6,99.9,99.7,74.3,90.3,99.5,74.6,69.3,74.3,71.6,77.2,74.3,64,18,14,Worse Than Expected,Same As Expected,5,5,94,5,92,5,92,4,92,92
PA,397029,COMMUNITY NURSING SERVICE OF CLINTON CO INC,124 WOODWARD AVE PO BOX 904,LOCK HAVEN,17745,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,93.4,99.2,100,100,72.3,79.4,99.2,59,63.4,66.3,72.6,79.5,89.3,59.3,18.8,15,Same As Expected,Same As Expected,3,4,88,3,84,2,75,3,85,79
PA,397031,VISITING NURSE ASSOCIATION/HOSPICE OF MONROE COUNT,502 VNA ROAD,EAST STROUDSBURG,18301,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,81.3,99.8,99.9,100,71.5,71.2,98,68.9,81.9,73.9,71.5,67.1,95.6,60.8,17,13.5,Worse Than Expected,Worse Than Expected,4,4,89,5,89,3,85,3,84,84
PA,397032,LOWER BUCKS HOSPITAL HOME HEALTH,501 BATH RD,BRISTOL,19007,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,3.5,97.2,98.8,99.9,100,83.7,94.1,99.7,68.1,60.5,71.4,73.6,64,88.2,58.2,18.2,7.3,Worse Than Expected,Same As Expected,5,5,93,5,88,4,87,5,93,86
PA,397034,VISITING NURSE ASSOCIATION OF ERIE COUNTY,2253 WEST GRANDVIEW BOULEVARD,ERIE,16506,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,2,96.5,84.7,94,97.5,66.7,72.8,88.9,51.9,51.5,43.5,51.5,45.4,69.2,31.3,17.4,9.8,Same As Expected,Same As Expected,4,4,88,5,89,2,82,4,86,84
PA,397047,"CELTIC HEALTHCARE OF CARLISLE, INC.",900 CENTURY DRIVE SUITE 201,MECHANICSBURG,17055,Proprietary,Yes,Yes,Yes,Yes,Yes,Yes,4,91.6,99.6,99.3,97.7,78.8,84.5,96.8,67.2,72.4,69.1,76.8,77.8,94,50.2,17.6,13.1,Worse Than Expected,Same As Expected,4,4,88,4,85,3,83,3,85,79
PA,397050,VNA HOSPICE AND HOME HEALTH OF LACKAWANNA,301 DELAWARE AVENUE,OLYPHANT,18447,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,92.5,98.7,100,100,65,72.3,100,50.8,58.5,52,61.1,42.2,100,30.4,10,8.7,Same As Expected,Same As Expected,Not Available,Not Available,98,Not Available,92,Not Available,73,Not Available,100,96
PA,397051,GRAND VIEW HOME CARE,601 LAWN AVENUE,SELLERSVILLE,18960,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4.5,99.6,99.8,99.9,99.3,79.1,89.4,98.6,74.7,74.6,76.8,79,75.2,97,64.4,15.5,10.7,Same As Expected,Worse Than Expected,5,5,93,5,92,4,90,4,92,88
PA,397053,VNA HEALTH SYSTEM,21 WEST INDEPENDENCE ST,SHAMOKIN,17872,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,94.5,99.4,99.8,99.9,86.9,92.9,99.7,65.8,59.5,71.3,71.3,70.6,87.2,63.8,18.6,12.4,Same As Expected,Same As Expected,3,4,89,4,86,2,81,3,84,81
PA,397061,VNA OF HANOVER SPRING GROVE,440 NORTH MADISON ST,HANOVER,17331,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,86.9,97.5,100,100,76.9,81.9,98.5,61.9,60.1,64,65.8,66.5,85.7,51.2,14.7,11.4,Same As Expected,Same As Expected,4,5,90,5,89,2,80,4,87,86
PA,397071,COMMUNITY HOMEHEALTH CARE,4000 HEMPFIELD PLAZA BOULEVARD SUITE 926,GREENSBURG,15601,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4.5,98.4,98.9,100,100,87,94.5,100,73.5,83.2,79.5,87.2,83.7,,54.2,10,27,Not Available,Not Available,4,4,89,5,88,2,81,3,77,69
PA,397083,DOYLESTOWN HOSP VN HC DEPT,875 NORTH EASTON ROAD,DOYLESTOWN,18901,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,4,98.8,99.3,99.9,99.9,84.6,92.3,95,68.1,74.4,73.4,70.2,74.4,85.9,67.2,19.6,12.2,Worse Than Expected,Worse Than Expected,5,5,93,5,91,4,89,4,89,88
PA,397087,HOME NURSING AGENCY AND VISITING NURSE ASSOCIATION,20 SHERATON DRIVE,ALTOONA,16601,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,94.8,96.7,99.6,100,72.1,78.8,99.6,72.7,70.2,74.4,72.7,73,92.6,67.1,17.1,12.2,Worse Than Expected,Worse Than Expected,4,5,91,5,88,3,86,4,89,88
PA,397089,COMMUNITY NURSING NORTH EAST,7 PARK STREET,NORTH EAST,16428,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3,97.5,96.3,99.5,98.8,76,83,94,62.7,44,66.5,61.8,69.9,88.2,46.9,20,17.8,Worse Than Expected,Same As Expected,5,5,94,5,92,4,90,5,94,91
PA,397090,EXCELA HEALTH HOME CARE & HOSPICE,134 INDUSTRIAL PARK ROAD,GREENSBURG,15601,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,2.5,93.6,90.3,98.5,98.8,68.7,74.5,93.3,65.9,61.9,65.2,62.5,73,69.4,52.2,18.3,13,Worse Than Expected,Same As Expected,4,4,89,4,88,3,84,3,85,79
PA,397091,CLEARFIELD HOSPITAL HOME HEALTH,438 WEST FRONT STREET,CLEARFIELD,16830,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4,95.9,99.9,99.9,99.8,65.2,77.9,99.4,71.4,68.2,80.3,75.3,73.1,90.4,62.2,17,21.2,Same As Expected,Worse Than Expected,4,4,90,5,90,3,86,4,88,81
PA,397092,HOSPITAL HOME CARE SERVICES,TWO CRESCENT PK W PO BOX 68,WARREN,16365,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,92.1,96.8,100,99.8,70.7,77.6,98.4,69.4,65.7,74.8,73.8,67.2,82.3,58.9,13.6,15.4,Same As Expected,Worse Than Expected,4,5,91,5,90,3,83,4,91,81
PA,397094,VISITING NURSES  ASSOCIATION WESTERN PENNSYLVANIA,154 HINDMAN RD,BUTLER,16001,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3,92.1,96.6,99.7,97,69.6,80.3,90.9,67.1,62.4,71.3,71.9,75.6,86.7,56.7,17.1,14.8,Same As Expected,Same As Expected,4,5,91,5,88,3,84,4,85,85
PA,397095,SUN HOME HEALTH SERVICES INC,61 DUKE STREET PO BOX 232,NORTHUMBERLAND,17857,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,92,97.3,98.8,97.7,74.5,86.6,99,72.3,73.1,74.8,67.1,69.2,83,60,17.5,15,Same As Expected,Worse Than Expected,4,4,88,4,87,3,84,3,85,81
PA,397096,PUNXSUTAWNEY HOME HEALTH CARE,602 EAST MAHONING STREET,PUNXSUTAWNEY,15767,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3,91.1,97,99.6,99,65.8,78.8,96.9,70,66.3,75.9,64.1,71.8,94.4,60.6,20.5,20.6,Worse Than Expected,Same As Expected,4,5,92,5,91,3,85,4,88,87
PA,397097,VISITING NURSE ASSOCIATION OF INDIANA COUNTY,850 HOSPITAL ROAD 3RD FLOOR,INDIANA,15701,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4.5,97.3,99.9,99.8,100,77.6,83.5,99.7,77.1,71,80.3,81,76.2,90.8,64.9,18.6,10.5,Worse Than Expected,Same As Expected,5,5,90,5,89,4,89,4,89,88
PA,397101,VISITING NURSES OF VENANGO COUNTY,491 ALLEGHENY BOULEVARD,FRANKLIN,16323,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,4,98.7,99.4,100,99.9,77.8,86.8,100,76.6,73.5,77.1,77.3,75.4,96,64.8,19.2,10.8,Worse Than Expected,Same As Expected,4,4,88,4,86,3,85,4,87,83
PA,397102,SHARON REGIONAL HEALTH SYSTEM HOME HEALTH,"850 SOUTH HERMITAGE ROAD, SUITE C",HERMITAGE,16148,Non - Profit Other,Yes,Yes,Yes,Yes,Yes,Yes,3.5,93.3,99.5,99.6,98.5,82.3,88.4,99.1,68,69.4,72.7,73.5,77.4,93.8,49.6,21.8,14.4,Worse Than Expected,Worse Than Expected,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PA,397104,HOLY REDEEMER HOME CARE-PA,12265 TOWNSEND RD,PHILADELPHIA,19154,Non - Profit Religious,Yes,Yes,Yes,Yes,Yes,Yes,3,88.3,96.8,98.9,95.1,80.2,83.3,96.1,67.9,67.9,68.2,68.7,66.8,90.3,62,16.8,9.8,Same As Expected,Same As Expected,5,5,91,5,90,4,89,4,88,85
PA,397105,BLUE MOUNTAIN HOME HEALTH CARE,800 MAHONING STREET,LEHIGHTON,18235,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,92.7,99.6,100,100,74.6,85.8,99.8,70.5,62.9,69.3,67.8,66.8,91.9,53.2,16.6,15.4,Same As Expected,Worse Than Expected,5,5,93,5,91,4,89,4,91,85
PA,397107,HOMEMAKER SERVICE METRO AREA,444 NORTH THIRD STREET STE 202,PHILADELPHIA,19123,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
PA,397116,CLARION FOREST VNA INC,271 PERKINS ROAD,CLARION,16214,Non - Profit Private,Yes,Yes,Yes,Yes,Yes,Yes,3.5,98.5,99.5,100,99.2,74.6,85,97.6,67.8,66.4,66.4,65.6,65.6,88.8,53.9,18.8,16,Worse Than Expected,Worse Than Expected,4,5,91,5,91,3,86,3,86,87
PA,397119,BARNES KASSON CNTY HOSP HHS,2872 TURNPIKE STREET,SUSQUEHANNA,18847,Non - Profit Private,Yes,Yes,Yes,No,Yes,Yes,2.5,76,90.5,97,99.6,77.5,86.8,87.4,63.1,74.3,64.6,55.4,65,92.3,53.7,23.6,12.7,Same As Expected,Same As Expected,4,5,89,5,88,2,75,3,83,72
